title,SJR Best Quartile,source_id
Dandao Xuebao/Journal of Ballistics,Q3,S4390297166
Egyptian Journal of Radiology and Nuclear Medicine,Q3,S3035004900
Genetic Resources,Q3,S96567077
Geographische Zeitschrift,Q3,S20704927
Glasnik Matematicki,Q3,S28609967
Heart International,Q4,S208073379
Historia Constitucional,Q1,S2736391354
History of Geo- and Space Sciences,Q2,S64277006
Interdisciplinaria Archaeologica,Q2,S2765035638
International Journal of Dairy Science,Q3,S182401666
International Journal on Communications Antenna and Propagation,Q2,S4210211180
Italian Journal of Gynaecology and Obstetrics,Q3,S4210234587
Journal of Allied Health,Q3,S4210217645
Journal of Chemical Research,Q3,S4210180763
Journal of clinical orthodontics : JCO,Q3,S4363605060
Journal of Ecology and Rural Environment,Q3,S2764564489
Journal of Reliability and Statistical Studies,Q4,S4210221517
Journal of Road Safety,Q3,S4210182164
Journal of the Indian Society of Soil Science,Q3,S2764398350
Journal on Efficiency and Responsibility in Education and Science,Q3,S4210185935
Mankind Quarterly,Q2,S159917255
"Muscles, Ligaments and Tendons Journal",Q3,S2765033454
"Numerical Heat Transfer, Part B: Fundamentals",Q3,S138867346
Pacific Science,Q2,S190755922
Processing and Application of Ceramics,Q3,S2737755240
Psychology of Language and Communication,Q2,S101983704
Quantum Electronics,Q3,S80223966
Revista Internacional de Andrologia,Q3,
Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte,Q3,
Rusin,Q1,S4210176596
Saudi Endodontic Journal,Q3,S2764804366
Southern Forests,Q3,S4210178797
Studia Theologica,Q1,S191926063
Texas Law Review,Q2,S105204244
TM. Technisches Messen,Q3,S20981179
UUM Journal of Legal Studies,Q2,S4210170283
Zeitschrift fur Soziologie,Q3,S203380538
Zhongguo Youse Jinshu Xuebao/Chinese Journal of Nonferrous Metals,Q3,
Acta Botanica Hungarica,Q3,S41725135
Action Learning: Research and Practice,Q3,S60010591
Advances in Mathematical Sciences and Applications,Q4,
Agraarteadus,Q3,S4306500937
American Health and Drug Benefits,Q3,S2765035179
Aquatic Ecosystem Health and Management,Q3,S131171954
Asian Academy of Management Journal of Accounting and Finance,Q3,S2764704972
Brazilian Dental Science,Q3,S2764925572
Children's Literature in Education,Q1,
Ciencia Florestal,Q3,
Clinical Ethics,Q2,S73246074
Current Protocols in Nucleic Acid Chemistry,Q4,S4210220840
Current Science,Q2,S29607422
Deutsche Zeitschrift fur Philosophie,Q2,
Epistemology and Philosophy of Science,Q1,
Geomechanik und Tunnelbau,Q3,S4306511337
Hikma,Q1,S4210229716
HNO,Q3,S114599316
Indian Journal of Leprosy,Q3,S2754709691
International Journal of Advanced Technology and Engineering Exploration,Q3,S4210214917
International Journal of Engineering Research in Africa,Q3,S24851547
International Journal of One Health,Q3,S4210175698
ITE Transactions on Media Technology and Applications,Q2,S4210225743
Journal of Dermatology and Dermatologic Surgery,Q3,S2764719109
Journal of Hospital Librarianship,Q3,S174312932
Journal of Language Teaching and Research,Q2,S64717833
Journal of Religion in Europe,Q1,S30392833
Macroheterocycles,Q3,S4210215670
Matematicki Vesnik,Q3,
Nordic Journal of Social Research,Q2,S2738081348
"Phosphorus, Sulfur and Silicon and the Related Elements",Q4,S70121411
Proceedings - Graphics Interface,-,
Reinwardtia,Q3,S2737320053
Revista Brasileira de Estudos de Populacao,Q3,
Revista de Derecho Privado,Q2,S4210176231
Russian Journal of Electrochemistry,Q4,S127726946
Slavia Centralis,Q1,S2738176499
Spanish Journal of Soil Science,Q3,S2737913876
"Theatre, Dance and Performance Training",Q1,S2764855662
Urological Science,Q3,S50263657
Vikalpa,Q3,S4210172426
Wilson Journal of Ornithology,Q3,S65924626
Zeitschrift fur Gastroenterologie,Q3,
A&amp;A practice,Q4,
African Journal of Paediatric Surgery,Q3,S176661866
American Fern Journal,Q3,S182829932
Archives of Acoustics,Q3,S146157322
Archives of Mechanics,Q3,S47149486
Argumentation and Advocacy,Q3,S4210174344
Australasian Journal of Ultrasound in Medicine,Q3,S2764539272
Biodiversity,Q3,S4306402618
Canadian Journal of Urban Research,Q3,S2913230071
"Cement, Wapno, Beton",Q3,S1031674767
Chinese Journal of Comparative Law,Q2,S2734741612
Colloid Journal,Q4,S204609040
Colonial Latin American Review,Q2,S19834704
Communications - Scientific Letters of the University of Zilina,Q3,S4210176240
Concrete Operators,Q4,S2739337238
Conflict Resolution Quarterly,Q2,S2092408
"Culture, Theory and Critique",Q2,S3955903
Dependence Modeling,Q4,S2736941831
Education in Medicine Journal,Q3,S2765061911
Hangkong Dongli Xuebao/Journal of Aerospace Power,Q3,
Informatics and Automation,Q4,S4210181727
Ingenierie des Systemes d'Information,Q4,
International Journal of Computer Networks and Applications,Q3,S4210227842
International Journal of Electronics Letters,Q3,S2764407223
International Journal of Entrepreneurship and Innovation Management,Q3,S95636294
"International Journal of Metadata, Semantics and Ontologies",Q3,S25332842
International Journal of Technology Management and Sustainable Development,Q3,S196354030
Irish Studies in International Affairs,Q3,S58655438
JBIS - Journal of the British Interplanetary Society,Q3,S34781183
Journal of Advanced Computational Intelligence and Intelligent Informatics,Q4,S4511983
Journal of Agriculture and Rural Development in the Tropics and Subtropics,Q3,S2764865170
Journal of Bioeconomics,Q3,S147373419
Journal of Environmental Protection and Ecology,Q3,S146954867
Journal of Graphic Novels and Comics,Q1,S4210222307
Journal of Inequalities and Special Functions,Q4,S4210220087
Journal of Integrated Disaster Risk Management,Q3,S4210191953
Journal of Mobile Multimedia,Q2,S4210205632
Journal of Rangeland Science,Q3,S2764883745
Journal of the Nepal Medical Association,Q4,S162193870
Medical Letter on Drugs and Therapeutics,Q3,S977536218
Natural History Sciences,Q3,S4210234332
New Mathematics and Natural Computation,Q4,S135331755
Organic Preparations and Procedures International,Q4,S4210169069
Panoeconomicus,Q3,S147126554
Performance Evaluation Review,Q3,S4210187660
Progress in Computational Fluid Dynamics,Q4,S187477916
Progress In Electromagnetics Research Letters,Q3,S115312524
Recherche et Applications en Marketing,Q3,S4210175448
Religion and Society,Q1,S4210168512
Revista Brasileira de Fruticultura,Q3,S174013774
Revista Espanola de Anestesiologia y Reanimacion,Q3,
Revue d'Economie Politique,Q3,
Russian Journal of Cardiology,Q4,S89418226
Sains Tanah,Q3,S2737066194
SEARCH Journal of Media and Communication Research,Q2,
Southeastern Europe,Q1,S4173319
Studia Scientiarum Mathematicarum Hungarica,Q3,S189590720
Support for Learning,Q3,S33239170
Surgery in Practice and Science,Q3,S4210212132
Transactions of the Royal Institution of Naval Architects Part A: International Journal of Maritime Engineering,Q3,S149792558
Transport Problems,Q3,S2738126797
Trimestre Economico,Q3,
World Cancer Research Journal,Q4,S4210192443
Acque Sotterranee - Italian Journal of Groundwater,Q3,S4210221499
Acta Linguistica Petropolitana,Q2,S4210179929
Aquaculture Studies,Q3,S4306502692
Asian Journal of Conservation Biology,Q3,S4210233369
Boreal Environment Research,Q3,S28315859
Brazilian Business Review,Q3,S2764758797
Bulletin of the Hospital for Joint Disease (2013),Q3,
Canadian Journal of Information and Library Science,Q3,S4210172890
CERN IdeaSquare Journal of Experimental Innovation,Q3,
Chemical Industry and Chemical Engineering Quarterly,Q3,S104075897
Chinese Space Science and Technology,Q3,
Cirugia pediatrica : organo oficial de la Sociedad Espanola de Cirugia Pediatrica,Q4,
Comparative Legal History,Q1,S4210200824
Czech Journal of Genetics and Plant Breeding,Q3,S93990902
Early China,Q1,S2764752770
Economic Computation and Economic Cybernetics Studies and Research,Q3,S2494413385
Ecosistemas,Q3,S4210219643
Educacion Matematica,Q3,
Engineering and Applied Science Research,Q3,S2764566388
e-Review of Tourism Research,Q3,S2765020314
Euroasian Entomological Journal,Q4,S4210240064
Faith and Philosophy,Q1,S192930876
Foundations and Trends in Theoretical Computer Science,Q4,S110848248
Gadjah Mada International Journal of Business,Q3,S2765057965
GI_Forum,Q3,S4210212808
Gigiena i sanitariia,Q3,
Hellenic Plant Protection Journal,Q3,S2764928114
Human Sport Medicine,Q3,S4210175902
Ingenieria e Investigacion,Q3,
International Journal of E-Entrepreneurship and Innovation,Q2,S4210191280
International Journal of Electronic Governance,Q3,S90539698
International Journal of Engineering Transactions C: Aspects,Q3,S4210227797
International Journal of Information Technology and Web Engineering,Q3,S152329874
International Studies of Economics,Q3,S2764558748
Journal of Ceramic Processing Research,Q3,S19441518
Journal of Nuclear Fuel Cycle and Waste Technology,Q3,S2764644093
"Journal of Occupational Therapy, Schools, and Early Intervention",Q3,S188405464
Journal of Technology and Chinese Language Teaching,Q2,S4306516109
Journal of Uncertain Systems,Q4,S4210199942
"Journal of Vascular Surgery Cases, Innovations and Techniques",Q3,S2764731433
Masaryk University Journal of Law and Technology,Q2,S2764548838
Mediterranean Journal of Nutrition and Metabolism,Q3,S174449530
Moscow University Geology Bulletin,Q3,S100748152
Nanotechnologies in Construction,Q3,S2738232315
Nurse Practitioner,Q3,S4210206853
Plainsong and Medieval Music,Q1,S19705377
Pneuma,Q1,S67810467
Proceedings of the Information Visualization Conference,-,
Proceedings of the Institution of Civil Engineers: Bridge Engineering,Q3,S4210239801
REC: Interventional Cardiology,Q4,S4210213218
Revista Brasileira de Geomorfologia,Q3,S4210172907
Revista Colombiana de Estadistica,Q4,
"Sexuality, Gender and Policy",Q2,S4210180465
"Southern Communication Journal, The",Q3,S4210171492
Synthesis Lectures on Biomedical Engineering,Q3,S41519540
Teaching English Language,Q2,S2764590641
TEM Journal,Q3,S2738886008
Turkish Journal of Anaesthesiology and Reanimation,Q3,S4210204491
Visual Anthropology Review,Q2,S174124453
Western North American Naturalist,Q3,S73937290
Academica Turistica,Q3,S4210195455
Acta Geologica Slovaca,Q3,S4306500345
Acta Physiologica Sinica,Q4,S4363606139
Advanced Emergency Nursing Journal,Q3,S186336550
AORTA,Q3,S4210174577
Applied Ecology and Environmental Research,Q3,S87697115
Araucaria,Q1,S2738465358
Boletin de la Asociacion Internacional de Derecho Cooperativo,Q2,
Case Reports in Endocrinology,Q4,S2764963572
Chinese Annals of Mathematics. Series B,Q3,S995559440
Cybium,Q3,S65915605
DISEGNARECON,Q1,S4306508133
Egitim ve Bilim,Q3,S1042912287
En la Espana Medieval,Q1,
Flora Mediterranea,Q3,S4210199543
Geophysical Monograph Series,Q3,S2764668805
Halteres,Q3,
Historia Regional,Q1,S2737685810
Indonesian Journal of Forestry Research,Q3,S2764455317
Interdisciplinaria,Q3,S4210182148
International Journal of Metrology and Quality Engineering,Q3,S60719375
Jisuan Wuli/Chinese Journal of Computational Physics,Q3,
Journal of Achievements in Materials and Manufacturing Engineering,Q3,
Journal of Global Slavery,Q1,S4210212544
Journal of Long-Term Effects of Medical Implants,Q3,S188586729
Journal of Systems Science and Information,Q3,S4210212581
Journal of Urban Culture Research,Q1,S2764694348
Krytyka Prawa,Q2,S4210196813
Middle East Journal of Digestive Diseases,Q3,S2764348800
Organised Sound,Q1,S129987901
Pediatrics in Review,Q3,S118940750
Poultry Science Journal,Q3,S160392558
Proceedings of the Zoological Society,Q3,S4210233551
Public Works Management and Policy,Q3,S62940521
Reference and User Services Quarterly,Q3,S10055403
"Revista Chapingo, Serie Ciencias Forestales y del Ambiente",Q3,S4210178413
Revista Electronica Educare,Q3,
Rhetoric Review,Q1,S184215881
Siberian Advances in Mathematics,Q3,S164276186
Sociologias,Q3,S42888351
Springer Proceedings in Materials,Q3,S4210238000
"Tourism, Culture and Communication",Q2,S39854068
Tumu yu Huanjing Gongcheng Xuebao/Journal of Civil and Environmental Engineering,Q2,
University of Toronto Law Journal,Q2,S62734853
XLinguae,Q2,S4210186293
AACL Bioflux,Q3,S2764613121
Advanced Biomedical Research,Q3,S2737998228
Analisis Politico,Q1,
Ariel,Q1,S207850067
Arxius de Miscellania Zoologica,Q3,
Bajo Palabra,Q2,S4210232342
Contrastive Pragmatics,Q2,S4210195700
Dados,Q3,S146986746
Ecology and Control of Vector-Borne Diseases,Q3,S4210185030
Egyptian Journal of Aquatic Biology and Fisheries,Q3,S4210167569
Encyclopaideia,Q3,S2739349485
Eurobiotech Journal,Q3,S4210240997
European Papers- A Journal on Law and Integration,Q2,S4306510142
French Cultural Studies,Q1,S19008451
Frequenz,Q3,S171819795
Geologia USP - Serie Cientifica,Q3,
Ideggyogyaszati Szemle,Q4,
India Quarterly,Q3,S115598842
International Advances in Economic Research,Q3,S25359449
Journal of Sustainable Mining,Q3,S2764831130
JPMA. The Journal of the Pakistan Medical Association,Q4,
"Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi, The",Q4,
Latin American Policy,Q3,S167828324
Mathematical Communications,Q4,S100601982
Medicina dello Sport,Q3,S97648413
Metallurgist,Q3,S134199791
Music & Medicine,Q2,
Nonlinear Phenomena in Complex Systems,Q4,S4210200756
Oralia,Q1,S4220651406
Organic Syntheses,Q4,S101014958
Politics in Central Europe,Q3,S2739125874
Proceedings of the IEEE International Conference on VLSI Design,-,S4210174938
Quantum Information and Computation,Q3,S41034432
Regional Science Inquiry,Q3,S2764368009
Register: Jurnal Ilmiah Teknologi Sistem Informasi,Q3,S4210181782
Revista Espanola de Derecho Constitucional,Q2,
RLA,Q2,S1032369396
Slovak Journal of Political Sciences,Q3,S2738564671
Sovremennaya Evropa,Q3,
Strategy and Leadership,Q3,S137473582
Studies in Chinese Linguistics,Q2,S2739094176
Techne: Research in Philosophy and Technology,Q2,
Ulumuna,Q1,S4210237102
Zbornik radova Ekonomskog fakulteta u Rijeci / Proceedings of Rijeka Faculty of Economics,Q3,
Acta Alimentaria,Q3,S105252228
Atlantic Studies : Global Currents,Q1,
BMJ Case Reports,Q4,S141953298
Centaurus,Q2,S152009833
Cerne,Q3,S54628610
Childhood in the Past,Q2,S4210194470
Chinese Journal of Environmental Law,Q2,S4210207726
Chinese Medical Sciences Journal,Q4,S109790675
Culture and Evolution,Q2,S4387285969
Dialogic Pedagogy,Q2,S2738010262
Ecological Engineering and Environmental Technology,Q3,S2764950074
Finnish Journal of Linguistics,Q2,S4390963338
Geophysical Research,Q3,S207178839
Human Affairs,Q2,S100767073
International Journal of Analysis and Applications,Q3,S2738108037
International Journal of Innovation and Learning,Q3,S30403725
International Journal of Power and Energy Conversion,Q3,S710002
International Journal of Safety and Security Engineering,Q3,S2764921799
Journal of Environmental Biology,Q3,S133027048
Journal of Imperial and Commonwealth History,Q1,
"Journal of Medical Devices, Transactions of the ASME",Q4,
Journal of Open Archaeology Data,Q2,S4306401263
Journal of Physical Studies,Q3,S4210174034
Journal of Tax Reform,Q2,S2739303216
Journal of the Gilded Age and Progressive Era,Q1,S36911653
Journal of the History of International Law,Q1,S135059366
"Mekhatronika, Avtomatizatsiya, Upravlenie",Q3,S4210227900
New Political Science,Q3,S134776053
Periodicals of Engineering and Natural Sciences,Q2,S2738940720
Primenjena Psihologija,Q4,S4210190539
Proceedings of the Association for Information Science and Technology,Q3,S4393918545
Radiology Case Reports,Q3,S190549722
Research in Plant Disease,Q3,S4210167456
Revista Brasileira de Politicas Publicas,Q3,
Revista Mexicana De Ciencias Pecuarias,Q3,S2482385801
Revue europeenne des migrations internationales,Q4,
Revue Francaise de Photogrammetrie et de Teledetection,Q3,
Tetsu-To-Hagane/Journal of the Iron and Steel Institute of Japan,Q3,
Western Indian Ocean Journal of Marine Science,Q3,S4210212756
Zhen ci yan jiu = Acupuncture research / [Zhongguo yi xue ke xue yuan Yi xue qing bao yan jiu suo bian ji],Q4,
Anthropozoologica,Q2,S4210233383
Arab Journal of Mathematical Sciences,Q3,S2764625064
Architectural Histories,Q1,S2764571057
Basrah Journal of Agricultural Sciences,Q3,S4210181207
Beijing Hangkong Hangtian Daxue Xuebao/Journal of Beijing University of Aeronautics and Astronautics,Q3,
Biotech Studies,Q3,S4210222368
